student_id,attendance,internal1,internal2,assignments,study_hours,previous_marks,final_score
S5019,73.68,71.99,59.6,93.22,3.94,75.92,64.77
S5020,100.0,63.4,56.26,52.45,0.25,36.1,65.93
S5021,53.64,88.95,45.54,73.42,1.46,68.13,53.14
S5022,47.22,41.36,46.02,66.2,1.34,95.02,46.27
S5023,86.75,75.86,80.5,80.13,0.18,76.57,76.95
S5024,64.82,60.85,29.09,52.88,1.27,76.46,48.15
S5025,70.23,72.5,91.11,71.8,1.73,49.74,64.92
S5026,63.28,52.14,55.83,73.37,0.16,95.07,54.15
S5027,71.1,79.29,48.09,74.6,1.71,88.4,59.17
S5028,98.98,65.31,75.32,71.58,7.68,50.66,74.64
S5029,87.03,47.77,88.73,76.89,9.26,56.93,73.82
S5030,87.93,59.78,82.12,100.0,1.82,86.33,76.27
S5031,53.76,55.69,71.03,100.0,1.74,95.53,60.51
S5032,57.73,68.81,81.56,57.22,0.81,43.5,56.63
S5033,32.41,38.76,31.1,23.64,12.0,47.94,45.99
S5034,62.86,59.47,52.61,81.91,0.77,62.56,48.53
S5035,89.35,67.12,45.6,73.73,1.45,28.09,70.79
S5036,82.75,60.59,84.04,91.22,0.01,65.32,70.43
S5037,71.68,84.24,55.1,75.7,1.03,85.16,65.09
S5038,74.67,73.93,77.22,71.17,0.18,40.54,69.44
S5039,64.67,59.87,71.65,92.58,3.27,67.16,52.3
S5040,78.07,63.9,46.48,95.38,1.98,55.11,70.68
S5041,86.49,65.32,51.43,42.27,2.04,92.88,72.77
S5042,50.76,67.26,85.29,53.67,0.81,55.31,63.71
S5043,79.49,27.14,48.04,67.89,4.05,90.82,43.59
S5044,88.99,54.57,64.25,71.97,0.01,54.84,66.88
S5045,68.77,33.28,47.91,65.48,0.97,78.11,61.43
S5046,85.51,83.01,56.35,78.68,2.59,69.28,78.53
S5047,100.0,58.9,61.17,89.92,5.72,62.65,63.18
S5048,73.43,56.52,47.91,100.0,0.64,51.56,65.82
S5049,80.9,76.14,44.71,81.58,1.87,70.49,75.39
S5050,63.93,67.6,67.15,52.95,1.85,57.51,57.73
S5051,77.72,39.68,46.79,67.05,4.97,53.27,45.88
S5052,81.9,58.72,47.41,68.49,0.12,90.04,66.01
S5053,77.92,53.97,45.1,80.29,1.33,74.31,65.75
S5054,59.7,28.6,60.6,77.76,0.48,75.94,51.43
S5055,78.1,47.58,78.99,100.0,0.05,58.34,58.55
S5056,96.93,56.7,89.12,60.77,0.38,61.84,74.78
S5057,81.73,57.93,48.93,77.7,9.0,60.77,59.42
S5058,89.43,33.32,100.0,100.0,0.58,70.73,73.77
S5059,71.44,80.73,43.92,58.3,6.56,75.91,71.76
S5060,86.25,58.16,81.5,72.9,0.55,64.49,57.2
S5061,79.19,60.68,49.01,51.1,6.43,51.53,63.21
S5062,60.74,67.21,46.32,71.64,2.55,77.93,56.47
S5063,79.78,45.81,48.59,54.4,0.29,65.57,52.6
S5064,60.12,68.21,61.06,90.94,2.09,40.51,62.71
S5065,65.51,53.39,72.44,72.95,0.92,28.7,51.19
S5066,77.84,43.86,74.06,51.29,1.16,70.06,51.27
S5067,79.46,70.32,45.01,86.81,1.39,50.9,51.03
S5068,57.16,86.85,44.19,73.59,1.32,72.33,66.82
S5069,90.81,73.05,45.5,89.06,2.62,51.81,64.03
S5070,83.58,76.61,60.0,47.05,3.51,67.26,67.18
S5071,64.43,50.63,58.22,77.38,0.96,58.57,52.91
S5072,51.94,31.24,44.9,85.47,6.2,94.78,46.64
S5073,72.83,86.82,66.85,61.53,6.69,81.16,73.55
S5074,68.31,96.98,100.0,44.82,0.1,87.9,74.0
S5075,76.7,87.77,52.92,69.17,0.04,65.41,62.82
S5076,69.55,53.96,54.2,94.56,1.33,78.98,63.58
S5077,44.89,39.22,72.07,92.52,2.14,66.56,49.32
S5078,69.17,40.82,51.94,61.43,0.78,89.98,60.81
S5079,70.42,29.69,74.04,44.34,0.72,63.77,59.49
S5080,84.5,58.07,49.07,61.38,2.72,41.24,61.8
S5081,64.53,88.9,94.98,60.63,2.21,31.02,63.98
S5082,100.0,57.45,68.21,78.93,0.44,93.36,71.88
S5083,46.33,65.44,50.84,67.9,5.18,73.13,64.34
S5084,94.67,84.76,51.4,54.93,2.73,74.25,75.62
S5085,71.64,52.73,52.75,92.09,1.08,90.32,74.35
S5086,87.89,96.64,86.71,72.81,2.76,36.92,69.95
S5087,76.2,95.86,39.16,78.71,0.29,58.9,58.67
S5088,92.09,57.64,49.98,35.5,1.52,60.99,57.53
S5089,69.19,49.6,51.89,21.51,0.44,77.62,51.25
S5090,58.52,72.55,61.72,41.25,0.1,53.23,52.19
S5091,96.31,53.74,57.12,60.39,0.99,44.58,57.92
S5092,73.3,39.18,35.16,81.53,0.39,44.42,57.66
S5093,78.32,83.06,54.8,23.16,2.41,84.54,59.74
S5094,93.52,81.9,60.21,100.0,2.69,52.38,66.09
S5095,59.52,62.8,50.69,73.41,0.39,55.62,47.75
S5096,83.93,37.27,74.36,97.21,0.06,75.79,66.98
S5097,66.15,37.87,78.55,52.28,3.78,53.12,72.88
S5098,73.02,61.93,60.59,80.08,0.0,36.02,52.52
S5099,76.08,51.0,66.15,71.7,1.01,38.11,55.63
S5100,52.5,53.86,23.1,86.35,1.64,64.03,63.12
S5101,63.32,78.4,54.42,65.32,4.1,73.45,58.68
S5102,95.27,73.2,80.09,79.46,4.38,61.56,77.47
S5103,88.29,84.81,54.38,92.04,3.1,72.32,83.75
S5104,74.06,42.17,48.73,56.98,0.68,37.58,43.63
S5105,78.65,53.82,100.0,74.84,3.06,38.73,65.2
S5106,70.59,73.66,94.74,32.24,0.68,100.0,63.6
S5107,95.35,68.07,70.42,84.05,0.58,85.96,63.92
S5108,71.99,87.58,82.5,100.0,1.9,78.07,85.19
S5109,78.48,67.57,21.93,45.11,2.73,53.78,47.52
S5110,92.19,93.27,47.82,68.17,0.13,60.95,62.39
S5111,63.34,69.72,53.54,87.61,0.15,64.97,57.53
S5112,98.38,79.12,57.75,70.63,3.68,87.34,78.71
S5113,52.04,54.18,53.18,73.3,4.71,71.85,55.69
S5114,99.44,60.26,16.1,62.18,2.23,73.94,53.22
S5115,69.41,76.4,68.95,61.44,1.34,62.15,64.98
S5116,71.36,89.03,71.79,68.27,4.48,78.48,75.21
S5117,46.65,73.13,90.83,70.83,3.13,70.14,63.52
S5118,68.18,58.5,47.81,46.37,2.08,65.75,51.47
S5119,59.4,84.79,46.34,68.68,0.92,52.37,63.17
S5120,65.89,20.54,13.76,100.0,0.53,63.07,43.83
S5121,72.94,34.4,56.72,61.62,1.3,46.65,60.67
S5122,89.37,72.27,78.22,45.25,0.81,64.32,61.52
S5123,78.11,60.25,50.99,66.97,0.99,66.51,54.29
S5124,79.62,70.9,100.0,55.71,1.74,24.12,60.3
S5125,58.57,61.16,57.38,43.23,0.44,61.08,49.73
S5126,61.79,70.28,64.65,72.78,3.94,45.01,59.83
S5127,100.0,45.34,37.46,55.79,0.38,73.48,49.51
S5128,63.97,70.27,67.17,57.51,1.57,75.83,61.06
S5129,99.84,77.9,26.37,73.07,3.29,57.75,67.59
S5130,71.35,81.97,74.49,39.34,1.59,74.33,54.47
S5131,75.03,96.24,75.04,35.17,1.07,75.05,63.21
S5132,91.06,64.39,86.47,83.42,1.55,61.09,75.74
S5133,94.08,64.93,43.64,31.38,4.53,91.08,54.78
S5134,73.34,32.58,64.89,50.47,11.16,52.67,54.35
S5135,69.18,50.43,72.15,34.0,2.39,90.01,63.64
S5136,74.16,56.52,69.96,60.28,3.79,61.17,71.66
S5137,80.07,78.91,46.42,78.56,0.04,50.66,64.59
S5138,88.37,49.0,18.94,72.25,5.1,59.02,53.95
S5139,75.06,74.33,68.25,100.0,7.39,46.31,67.6
S5140,84.28,59.97,59.26,91.74,2.05,78.34,73.0
S5141,99.58,56.81,51.8,51.38,3.36,37.75,66.58
S5142,80.72,64.48,75.75,46.06,1.73,88.62,57.92
S5143,79.67,52.96,61.19,100.0,0.81,49.09,68.53
S5144,52.22,52.28,38.25,91.25,4.59,79.22,51.42
S5145,35.54,29.31,27.23,81.79,2.18,65.41,34.94
S5146,80.83,55.54,41.68,71.5,2.08,69.6,57.45
S5147,73.58,51.36,100.0,75.47,2.58,54.97,72.73
S5148,67.28,50.71,75.01,40.36,4.65,71.0,59.3
S5149,78.65,67.5,65.4,73.14,3.16,67.29,67.22
S5150,74.09,71.86,58.73,71.42,0.57,40.22,61.78
S5151,91.92,64.18,57.55,51.92,1.51,48.64,63.54
S5152,76.29,77.92,83.01,59.23,9.42,55.8,69.75
S5153,63.8,70.36,53.17,100.0,1.94,52.17,65.63
S5154,89.85,54.69,72.38,67.5,6.68,86.3,66.02
S5155,71.74,51.67,55.73,100.0,4.03,65.12,66.85
S5156,82.9,65.63,96.92,35.19,2.63,51.76,70.15
S5157,67.84,70.33,75.36,59.56,1.03,56.66,65.41
S5158,65.25,85.16,84.42,39.05,0.87,56.42,66.67
S5159,76.26,81.44,51.48,45.81,2.47,60.1,62.56
S5160,75.19,50.25,81.05,53.44,1.36,46.72,65.47
S5161,82.2,58.16,56.37,76.31,3.85,51.16,48.31
S5162,70.97,72.08,63.98,75.34,3.43,78.03,70.9
S5163,47.45,79.22,91.43,56.41,0.9,68.15,73.57
S5164,68.51,76.9,43.23,25.44,2.91,62.41,48.94
S5165,86.91,58.85,65.66,99.55,1.64,65.04,64.48
S5166,70.54,37.43,69.88,64.28,0.94,64.23,63.35
S5167,71.3,42.02,71.36,47.67,1.28,61.44,48.88
S5168,89.8,64.91,53.89,75.5,5.42,73.79,63.62
S5169,64.32,66.16,99.55,74.09,1.07,72.53,69.14
S5170,51.86,40.22,38.69,63.55,0.81,38.28,37.72
S5171,72.59,60.8,88.26,72.97,1.04,62.76,70.95
S5172,67.74,71.36,83.87,46.9,0.58,39.4,54.5
S5173,60.51,39.28,96.22,85.2,1.89,75.8,65.69
S5174,72.37,79.89,33.41,50.06,0.38,78.05,57.97
S5175,82.37,53.2,46.36,57.89,4.08,54.62,66.68
S5176,74.86,82.64,88.85,82.98,0.61,63.02,79.06
S5177,79.6,50.4,28.21,94.08,2.19,29.11,50.56
S5178,100.0,41.52,33.08,100.0,0.32,81.54,55.65
S5179,69.86,51.75,53.21,91.12,9.21,77.06,69.46
S5180,79.18,58.29,65.46,63.52,1.45,84.55,59.33
S5181,67.36,53.01,90.66,39.18,4.14,90.27,60.54
S5182,62.3,56.11,58.67,98.1,3.51,44.19,53.06
S5183,66.23,66.01,51.05,97.41,3.0,80.1,68.17
S5184,67.82,56.92,67.61,56.56,4.22,90.15,57.59
S5185,80.39,58.81,70.45,88.42,0.25,39.59,63.09
S5186,100.0,29.23,69.94,63.36,2.72,62.09,61.79
S5187,64.26,67.05,58.8,100.0,0.74,58.82,63.59
S5188,68.75,58.39,26.81,59.7,3.7,79.54,56.96
S5189,74.05,88.99,45.48,100.0,7.54,24.3,65.15
S5190,80.94,43.09,87.56,85.72,5.56,95.87,67.14
S5191,78.95,27.45,65.37,100.0,0.29,63.09,48.6
S5192,94.26,71.13,56.19,60.72,1.11,80.57,67.36
S5193,38.6,66.24,82.13,78.1,1.09,63.98,57.04
S5194,39.2,41.85,41.66,50.61,0.31,73.37,37.32
S5195,67.56,32.46,57.94,86.88,0.25,25.54,51.06
S5196,91.46,87.67,64.48,87.98,1.17,58.46,78.06
S5197,51.52,85.45,54.06,100.0,11.61,79.41,76.2
S5198,30.0,15.23,63.81,79.64,2.02,69.91,34.04
S5199,83.57,51.75,58.62,84.48,2.33,37.17,58.36
S5200,78.65,89.96,36.81,60.58,1.53,66.04,67.24
S5201,58.65,51.43,65.27,80.83,2.61,51.08,66.11
S5202,60.22,51.17,38.09,62.4,7.53,49.61,46.09
S5203,60.45,54.91,64.98,72.32,2.13,39.15,63.19
S5204,76.66,39.82,86.73,73.49,0.16,75.52,55.03
S5205,65.61,29.31,56.94,62.95,1.63,83.92,59.19
S5206,82.41,78.95,40.91,71.26,11.82,100.0,69.49
S5207,32.18,26.83,59.71,62.49,1.18,39.94,48.69
S5208,62.15,64.45,47.02,62.41,2.16,78.05,53.29
S5209,58.11,75.96,72.7,91.53,0.27,79.16,64.18
S5210,71.15,33.88,59.34,73.51,0.37,55.13,52.35
S5211,66.93,43.36,92.78,76.94,4.98,49.4,53.71
S5212,86.97,81.84,82.93,40.85,0.86,46.54,55.33
S5213,47.11,69.59,59.24,78.47,0.87,56.03,58.42
S5214,75.68,48.89,74.88,80.61,1.18,68.44,69.13
S5215,83.38,81.64,54.92,62.03,8.15,88.12,73.99
S5216,100.0,81.72,62.61,100.0,0.21,83.79,69.83
S5217,67.77,64.84,55.49,24.22,4.1,37.54,53.33
S5218,79.87,43.8,75.8,85.69,1.0,51.59,56.46
S5219,47.94,52.56,87.79,84.26,4.54,87.09,66.12
S5220,39.12,65.15,76.38,80.83,11.52,52.57,68.01
S5221,87.67,56.61,78.59,73.52,1.03,64.03,69.11
S5222,74.92,76.9,78.61,81.01,0.33,36.01,74.56
S5223,92.68,32.46,71.92,87.36,0.37,84.6,64.9
S5224,54.4,33.1,41.49,55.48,3.41,32.48,40.5
S5225,82.8,63.26,92.62,75.98,0.38,37.07,67.57
S5226,100.0,51.15,94.48,66.33,0.72,82.86,64.67
S5227,81.3,48.71,57.79,48.12,0.55,97.64,56.46
S5228,79.15,28.17,55.33,84.34,1.05,60.06,53.78
S5229,75.13,60.35,73.02,58.71,0.19,64.2,59.07
S5230,51.44,59.05,71.91,40.04,4.66,80.44,57.04
S5231,95.33,71.76,58.36,59.22,4.72,69.92,59.21
S5232,65.84,61.24,39.5,54.02,1.28,58.66,44.34
S5233,82.57,57.61,67.5,90.57,2.27,56.75,72.85
S5234,51.55,81.19,71.93,73.06,2.47,38.36,47.5
S5235,57.31,36.38,75.06,97.65,3.32,68.96,63.52
S5236,96.53,69.66,68.29,56.67,1.76,63.44,65.21
S5237,69.79,29.92,57.12,87.48,1.71,57.56,55.55
S5238,96.8,44.91,79.89,100.0,2.39,47.97,79.5
S5239,73.83,38.17,63.19,77.12,2.91,49.69,55.94
S5240,47.37,74.07,53.63,87.23,1.02,75.51,62.28
S5241,88.38,58.82,58.75,83.87,0.96,79.99,67.02
S5242,66.15,59.76,30.57,41.56,0.75,59.44,46.5
S5243,85.48,40.08,58.72,81.72,1.91,57.65,58.71
S5244,75.38,54.61,74.39,76.13,1.07,50.49,65.85
S5245,51.85,46.26,68.12,64.81,1.87,80.93,50.19
S5246,77.46,66.9,89.37,52.32,1.25,65.53,58.85
S5247,100.0,42.16,57.27,83.88,4.35,71.25,67.21
S5248,82.39,83.94,70.77,50.55,0.18,71.09,67.48
S5249,74.14,29.84,76.27,100.0,2.04,59.77,50.81
S5250,91.13,45.48,100.0,72.28,2.06,45.19,68.21
S5251,78.16,90.19,64.61,45.53,1.16,48.07,55.36
S5252,78.14,52.17,43.2,59.72,1.31,84.17,60.4
S5253,58.63,36.33,77.26,64.44,3.86,52.66,43.42
S5254,78.51,63.94,95.58,100.0,0.79,58.02,84.28
S5255,90.53,51.44,56.19,52.31,4.92,45.72,57.01
S5256,62.46,44.95,77.14,67.68,5.44,44.33,52.15
S5257,96.37,40.27,84.12,59.24,2.52,51.92,62.61
S5258,73.62,100.0,80.31,79.99,3.56,93.7,80.95
S5259,61.68,55.47,64.26,59.56,2.28,76.19,62.4
S5260,89.96,25.34,49.43,47.22,1.79,56.04,49.38
S5261,70.7,86.89,60.54,66.09,8.16,83.41,60.86
S5262,86.39,71.0,70.25,64.01,0.8,62.41,58.82
S5263,70.62,46.2,78.35,58.16,0.4,88.02,62.01
S5264,74.1,43.2,68.01,59.22,0.81,100.0,65.98
S5265,82.4,72.12,55.16,93.69,2.29,82.48,76.21
S5266,79.36,55.56,72.0,63.61,0.49,66.61,62.81
S5267,45.07,25.33,77.48,47.32,5.75,76.89,55.29
S5268,58.18,92.17,68.83,60.76,1.27,65.26,74.49
S5269,88.94,52.19,46.95,71.09,4.55,33.79,65.52
S5270,73.02,86.92,58.73,43.27,0.69,53.87,65.14
S5271,67.14,83.01,79.06,100.0,0.9,48.82,64.69
S5272,54.62,41.98,37.11,87.35,0.15,53.49,53.77
S5273,58.8,78.6,24.32,98.6,0.72,95.49,62.75
S5274,44.67,48.27,89.15,77.84,1.62,84.08,63.45
S5275,73.48,26.4,71.21,28.13,7.01,72.5,60.43
S5276,66.02,52.36,72.92,100.0,1.18,78.81,67.18
S5277,60.5,67.16,42.62,52.73,2.45,32.83,48.88
S5278,73.98,51.67,75.28,54.36,1.34,77.38,54.03
S5279,80.46,54.47,66.95,73.13,0.12,80.97,61.75
S5280,100.0,80.58,33.48,97.56,1.68,26.92,67.26
S5281,52.32,61.92,87.64,91.07,0.16,78.01,66.2
S5282,92.39,44.82,64.86,88.13,5.16,40.79,66.38
S5283,89.6,72.64,54.87,63.76,3.36,31.51,68.05
S5284,63.31,63.56,55.2,63.45,1.14,87.55,63.61
S5285,78.05,14.61,25.73,76.92,2.45,47.88,44.76
S5286,68.14,67.71,72.68,67.4,0.29,52.83,55.56
S5287,77.79,67.05,66.71,87.79,2.91,81.82,71.31
S5288,97.64,60.36,58.51,86.6,4.15,59.81,82.71
S5289,84.08,76.05,85.01,81.83,4.14,61.94,75.7
S5290,82.63,47.9,37.09,19.48,0.8,61.56,45.36
S5291,68.55,66.06,51.26,72.56,0.73,70.91,62.16
S5292,52.74,31.79,46.7,67.82,1.77,61.15,49.63
S5293,71.87,67.33,56.98,73.36,8.24,66.94,68.16
S5294,93.1,95.16,63.21,54.91,6.08,56.44,80.11
S5295,52.09,42.09,69.74,43.5,1.07,70.98,51.86
S5296,59.17,46.32,55.75,79.26,3.63,70.34,63.9
S5297,76.89,47.22,46.21,62.87,6.1,97.26,61.5
S5298,60.23,62.34,92.35,81.49,0.73,58.52,73.51
S5299,63.11,40.87,100.0,56.58,4.26,61.87,67.99
S5300,68.65,67.58,64.58,98.32,0.75,69.06,71.15
S5301,54.52,75.24,48.38,90.02,1.01,81.4,65.24
S5302,60.39,69.62,88.56,75.94,0.53,46.44,76.84
S5303,85.55,28.17,35.96,65.73,1.7,66.76,58.06
S5304,55.39,77.91,55.97,87.05,4.45,22.37,53.05
S5305,51.03,76.87,49.47,77.85,1.8,60.38,58.12
S5306,65.55,74.94,41.13,74.77,0.32,83.24,57.71
S5307,85.98,66.71,56.96,90.86,0.7,52.66,77.86
S5308,72.05,63.96,46.44,98.53,1.99,68.01,70.18
S5309,68.03,78.58,62.23,44.95,2.1,56.01,70.76
S5310,75.67,94.62,62.49,48.99,2.06,50.39,59.2
S5311,48.81,42.85,50.82,54.39,0.19,81.52,53.95
S5312,82.42,79.41,55.33,39.95,3.36,47.23,51.76
S5313,80.75,58.45,57.84,68.75,5.76,69.98,54.09
S5314,68.86,57.67,76.58,82.0,1.71,70.24,61.86
S5315,90.09,32.34,59.33,69.57,3.05,50.52,66.94
S5316,58.09,54.87,76.84,59.32,5.89,67.65,53.52
S5317,91.92,42.05,72.54,92.53,2.47,49.11,65.82
S5318,77.32,51.65,72.29,72.81,2.69,73.87,70.9
S5319,69.95,40.23,86.98,76.86,3.07,42.65,65.34
S5320,74.7,51.92,41.85,93.08,0.72,59.23,70.97
S5321,73.39,52.69,53.48,67.54,2.1,60.7,56.85
S5322,93.3,61.74,93.74,100.0,4.43,83.92,77.38
S5323,58.85,30.93,57.37,61.04,0.84,67.38,42.12
S5324,63.56,33.98,11.33,100.0,5.46,81.24,48.6
S5325,90.54,66.51,58.35,50.51,2.32,74.43,57.17
S5326,66.07,45.65,64.43,80.35,1.32,74.32,47.9
S5327,88.51,79.34,14.89,57.15,2.34,59.36,68.43
S5328,100.0,64.05,86.01,92.39,1.23,82.36,78.02
S5329,68.97,70.92,49.15,60.44,4.37,58.95,73.95
S5330,85.22,85.39,67.91,75.82,1.58,35.59,62.65
S5331,57.69,54.43,57.93,56.99,5.56,61.35,51.78
S5332,86.32,49.66,38.81,88.74,1.71,72.71,56.06
S5333,77.99,75.69,42.73,56.88,2.59,37.69,52.93
S5334,82.1,69.17,45.17,100.0,12.0,49.95,74.63
S5335,65.32,56.63,81.54,50.08,0.38,44.08,59.47
S5336,50.08,85.05,59.34,43.09,3.2,78.37,62.55
S5337,82.55,56.18,52.61,89.03,0.36,93.44,73.33
S5338,44.05,60.59,45.18,58.17,4.38,61.44,55.87
S5339,70.24,60.38,83.53,69.86,2.18,74.04,59.26
S5340,89.12,43.18,88.36,63.56,6.68,73.59,65.68
S5341,77.88,61.4,83.33,43.75,4.82,91.41,67.26
S5342,100.0,85.14,70.86,68.46,0.19,53.91,94.32
S5343,90.38,68.01,67.22,95.3,0.35,61.26,74.87
S5344,65.19,60.56,40.11,90.06,2.21,59.21,57.61
S5345,75.41,57.09,57.58,74.64,1.75,66.28,64.52
S5346,74.29,65.96,49.69,92.25,0.44,100.0,62.14
S5347,51.27,73.5,29.14,48.81,0.33,65.52,48.96
S5348,60.89,70.97,81.03,63.49,1.99,50.47,66.92
S5349,66.59,54.03,49.48,77.92,0.12,45.37,53.46
S5350,44.46,65.85,83.53,67.39,4.97,86.29,57.67
S5351,75.71,68.64,77.87,65.06,3.95,50.39,64.54
S5352,71.26,41.87,72.02,45.99,3.69,76.28,55.05
S5353,49.91,63.03,73.03,28.37,0.04,53.45,41.17
S5354,81.06,21.1,50.92,86.36,0.12,43.47,48.6
S5355,85.74,68.69,95.44,74.86,1.92,75.29,65.62
S5356,78.41,71.89,62.78,88.04,12.0,54.28,63.75
S5357,70.14,73.46,67.43,61.26,1.01,72.23,55.78
S5358,83.87,52.89,50.32,55.74,1.01,73.49,63.55
S5359,85.2,65.56,45.24,70.13,0.35,74.29,70.52
S5360,79.61,85.63,70.59,87.08,2.69,60.44,62.38
S5361,62.63,85.45,65.92,65.37,2.5,76.67,74.13
S5362,79.15,59.47,47.79,86.04,0.26,49.32,52.45
S5363,92.93,62.51,36.11,49.87,1.51,23.28,58.0
S5364,66.05,80.0,39.14,66.77,2.64,77.02,60.93
S5365,100.0,32.99,83.53,68.6,1.63,67.82,70.01
S5366,67.12,54.18,50.96,94.53,2.69,54.63,51.8
S5367,75.49,84.04,55.9,74.15,4.07,39.99,53.14
S5368,64.91,77.55,88.11,100.0,2.78,30.38,63.97
S5369,78.35,66.65,41.8,43.05,2.3,65.88,58.03
S5370,48.87,32.9,48.91,72.6,4.61,93.03,62.82
S5371,66.81,59.1,48.16,73.59,5.54,62.64,52.05
S5372,58.62,49.38,91.13,82.4,1.18,58.86,61.0
S5373,77.03,65.96,97.88,53.73,0.46,64.59,62.28
S5374,89.92,45.43,75.53,100.0,4.09,100.0,73.61
S5375,84.69,41.54,76.1,70.26,0.58,77.78,51.72
S5376,39.43,22.83,51.55,48.26,6.35,49.13,49.05
S5377,100.0,81.99,97.05,69.68,0.06,65.48,77.98
S5378,79.43,52.8,66.82,63.74,6.1,70.65,68.96
S5379,63.35,62.83,77.36,100.0,2.14,47.04,63.25
S5380,77.36,59.96,60.1,91.0,3.58,77.91,67.72
S5381,77.64,40.79,57.18,70.99,1.22,51.1,62.14
S5382,65.0,37.34,91.93,67.76,11.5,39.31,62.74
S5383,77.97,41.9,71.72,89.02,0.62,66.29,63.51
S5384,65.89,46.98,88.12,89.98,0.74,63.6,58.96
S5385,68.93,66.6,66.6,11.77,0.13,64.98,48.99
S5386,64.71,45.68,46.73,82.86,6.77,52.0,49.6
S5387,53.51,91.44,51.5,70.56,1.46,54.37,54.29
S5388,77.19,78.49,63.85,43.78,2.7,84.18,71.61
S5389,83.78,74.55,50.72,87.6,2.79,72.5,78.64
S5390,82.72,57.85,42.07,100.0,4.98,48.74,55.54
S5391,87.3,87.26,83.63,81.14,2.62,31.84,75.04
S5392,79.87,56.08,52.19,92.01,1.98,49.45,59.45
S5393,67.01,59.44,64.49,100.0,2.97,67.67,73.17
S5394,87.59,63.06,67.33,53.39,3.34,54.26,63.89
S5395,54.64,72.63,51.41,32.85,0.49,52.94,48.89
S5396,61.49,71.46,88.11,83.14,0.28,54.98,60.93
S5397,60.54,51.45,41.89,65.05,0.19,63.76,40.84
S5398,91.2,50.41,66.71,42.52,1.12,78.34,65.56
S5399,89.14,71.52,66.43,68.44,1.65,64.99,69.58
S5400,82.31,72.87,61.02,84.55,2.29,66.05,70.06
S5401,91.08,52.92,38.66,67.02,7.61,61.18,57.46
S5402,61.81,31.43,77.67,54.26,0.96,56.51,50.67
S5403,80.23,56.27,75.38,65.53,3.43,80.2,70.7
S5404,73.12,71.22,49.84,69.61,1.82,77.62,67.5
S5405,87.7,92.5,74.73,31.41,0.6,99.77,63.29
S5406,73.27,38.44,68.75,67.14,2.29,75.38,54.71
S5407,69.23,52.32,38.95,43.11,8.2,56.53,43.44
S5408,83.11,52.99,46.63,83.18,0.32,49.62,59.51
S5409,88.14,84.4,82.49,38.78,1.7,81.2,75.51
S5410,64.97,59.37,67.57,90.25,0.13,51.15,58.68
S5411,74.08,43.67,51.84,61.82,0.93,78.77,51.26
S5412,59.12,70.06,46.55,59.14,2.33,52.08,51.33
S5413,37.53,52.72,52.72,75.89,4.41,70.94,64.99
S5414,78.01,37.96,54.0,52.68,3.15,46.98,59.22
S5415,84.13,43.93,46.77,75.57,1.49,78.26,63.47
S5416,78.93,91.21,30.65,55.36,5.76,44.03,61.61
S5417,45.76,66.92,82.52,58.87,0.87,69.64,57.48
S5418,69.74,61.94,79.47,78.11,3.37,61.64,59.84
S5419,41.72,55.5,39.08,47.23,1.54,66.73,37.51
S5420,95.55,65.26,64.45,44.71,5.49,58.27,61.7
S5421,58.71,65.04,45.76,74.96,3.83,57.87,50.06
S5422,93.83,65.26,57.29,69.46,5.56,67.63,64.28
S5423,89.19,62.07,55.79,73.37,0.58,47.96,61.35
S5424,61.49,75.64,54.3,76.55,2.65,47.86,58.8
S5425,58.01,60.42,98.05,71.15,3.22,58.9,60.65
S5426,80.26,42.4,54.07,82.16,3.26,58.24,62.11
S5427,62.34,48.98,47.45,71.95,1.68,47.91,50.16
S5428,76.54,24.38,48.27,29.85,0.03,80.71,47.52
S5429,67.76,96.48,80.79,35.04,0.73,59.31,59.48
S5430,48.28,75.53,32.26,100.0,0.94,61.15,59.37
S5431,41.54,45.06,48.27,70.0,4.59,42.43,42.88
S5432,78.4,54.93,88.04,89.0,4.41,100.0,83.4
S5433,66.58,48.54,66.39,63.09,0.27,100.0,57.88
S5434,66.7,87.77,65.45,68.84,7.18,51.73,65.84
S5435,85.44,34.44,100.0,60.93,0.48,85.84,69.78
S5436,92.6,62.06,66.43,100.0,1.28,63.44,75.71
S5437,70.91,58.05,49.25,75.06,0.58,92.26,65.48
S5438,69.89,74.88,56.92,59.3,4.72,70.72,72.82
S5439,82.5,58.13,41.56,36.97,3.32,66.7,58.41
S5440,54.65,28.35,84.61,100.0,1.05,22.51,53.63
S5441,78.35,55.48,72.34,66.73,2.75,50.06,58.36
S5442,83.28,42.5,82.24,84.88,0.49,65.35,64.48
S5443,85.2,61.43,83.83,87.12,1.16,68.38,79.74
S5444,45.95,85.82,54.54,60.74,1.14,44.35,45.35
S5445,63.58,28.69,44.99,83.45,0.65,52.61,43.82
S5446,61.83,45.6,61.07,57.92,5.02,74.41,54.11
S5447,76.5,50.05,46.29,50.19,2.73,41.49,46.44
S5448,82.21,53.13,64.97,93.29,0.79,67.27,62.83
S5449,97.45,73.32,82.38,66.84,0.67,86.05,85.3
S5450,67.58,56.88,58.97,80.37,0.04,71.55,57.51
S5451,67.54,67.48,64.7,78.22,1.02,70.7,65.1
S5452,92.25,48.74,60.31,82.76,1.8,30.66,51.3
S5453,79.45,64.14,76.45,38.87,0.78,51.03,52.69
S5454,94.01,74.0,49.98,58.29,2.89,99.92,74.08
